Time (s),Current (A),Voltage (V),Power (W),Cell Temp (C),Chamber Temp (C)
6295.929177,0.004876,3.1825,0.015561,40.434532,40.566969
6296.936563,-0.000134,3.1838,-0.000365,40.437732,40.572715
6297.927195,0.008019,3.1837,0.025577,40.442148,40.560759
6298.929266,-0.002148,3.1832,-0.006829,40.431358,40.570708
5923.944982,0.067892,3.1845,0.067892,40.428033,40.579753
5924.881732,-2.9926,3.1314,-2.9926,40.423566,40.568738
5925.88159,-2.9896,3.1261,-2.9896,40.424619,40.578159
5926.881863,-2.98,3.1243,-2.98,40.426211,40.565198
5927.882097,-2.9787,3.1219,-2.9787,40.443629,40.580794
5928.881598,-2.9801,3.1191,-2.9801,40.447442,40.57915
5929.882306,-2.9663,3.1186,-2.9663,40.434368,40.576992
5930.884904,-2.9542,3.1165,-2.9542,40.417306,40.567208
5931.883932,-2.9711,3.1124,-2.9711,40.41782,40.578637
5932.881831,-3.0037,3.1113,-3.0037,40.421031,40.577481
5933.882523,-2.9988,3.1112,-2.9988,40.427633,40.580081
5934.889008,-2.9862,3.1077,-2.9862,40.43418,40.590265
5935.885193,-2.9991,3.1072,-2.9991,40.443967,40.575312
5936.882123,-3.0146,3.1051,-3.0146,40.453203,40.559807
5937.883523,-2.9941,3.1051,-2.9941,40.430619,40.575062
5938.887198,-2.9758,3.1017,-2.9758,40.429966,40.559493
5939.883026,-2.9915,3.1005,-2.9915,40.420003,40.572815
5940.883944,-3.0177,3.0993,-3.0177,40.442348,40.566417
5941.884423,-2.9939,3.0974,-2.9939,40.442312,40.556194
5942.882863,-2.9536,3.0975,-2.9536,40.422914,40.569541
5943.884763,-3.0113,3.0955,-3.0113,40.43491,40.557524
5944.881937,-3.0176,3.0941,-3.0176,40.427405,40.558388
5945.882181,-2.9887,3.0936,-2.9887,40.431046,40.56785
5946.880964,-3.0317,3.0937,-3.0317,40.432277,40.555255
5947.882567,-2.9844,3.0938,-2.9844,40.43674,40.564448
5948.882841,-2.9885,3.0911,-2.9885,40.447267,40.55751
5949.882222,-2.9895,3.0897,-2.9895,40.433605,40.572227
5950.883244,-2.9793,3.0892,-2.9793,40.448598,40.567936
5951.883417,-2.9957,3.0889,-2.9957,40.439326,40.569216
5952.881358,-2.99,3.0888,-2.99,40.436779,40.595775
5953.880962,-2.9923,3.0877,-2.9923,40.432402,40.58776
5954.884376,-2.9877,3.0873,-2.9877,40.444937,40.574826
5955.883882,-2.9876,3.0866,-2.9876,40.446631,40.566333
5956.883462,-3.0009,3.0863,-3.0009,40.441573,40.594019
5957.883494,-2.9945,3.0859,-2.9945,40.442979,40.560862
5958.882823,-2.996,3.0863,-2.996,40.4552,40.577084
5959.881837,-3.0016,3.084,-3.0016,40.450897,40.574601
5960.883467,-3.0163,3.0834,-3.0163,40.456605,40.576306
5961.881626,-2.9969,3.0838,-2.9969,40.470795,40.580308
5962.880939,-3.0114,3.0844,-3.0114,40.465337,40.574123
5963.881334,-2.9934,3.0836,-2.9934,40.455663,40.581186
5964.883401,-2.9838,3.0837,-2.9838,40.450833,40.57672
5965.882221,-3.0054,3.0828,-3.0054,40.454586,40.575379
5966.882163,-2.9852,3.0835,-2.9852,40.459616,40.576042
5967.883271,-3.0067,3.0821,-3.0067,40.46579,40.558568
5968.881838,-3.0399,3.0818,-3.0399,40.46146,40.565153
5969.881295,-2.9905,3.0827,-2.9905,40.475778,40.566736
5970.881353,-2.9888,3.083,-2.9888,40.46934,40.551567
5971.881082,-3.0173,3.0813,-3.0173,40.446342,40.565681
5972.883791,-2.9959,3.0814,-2.9959,40.460232,40.568291
5973.882025,-3.0047,3.0814,-3.0047,40.484146,40.567463
5974.883338,-2.9993,3.0802,-2.9993,40.470698,40.561292
5975.883732,-2.9951,3.0806,-2.9951,40.480408,40.567363
5976.884155,-3.0218,3.0813,-3.0218,40.471939,40.561079
5977.882294,-2.9753,3.0806,-2.9753,40.460824,40.564881
5978.884579,-2.9853,3.0788,-2.9853,40.45716,40.564128
5979.882155,-2.9871,3.0794,-2.9871,40.481563,40.555785
5980.879823,-3.0207,3.0784,-3.0207,40.469581,40.56345
5981.880089,-3.0336,3.0792,-3.0336,40.469945,40.563086
5982.881243,-3.0562,3.079,-3.0562,40.494473,40.566875
5983.881295,-2.9828,3.0786,-2.9828,40.467801,40.563853
5984.881555,-3.0173,3.0789,-3.0173,40.480799,40.56921
5985.882304,-2.9784,3.0797,-2.9784,40.475594,40.561095
5986.884478,-2.9967,3.0779,-2.9967,40.464012,40.561884
5987.881831,-3.0184,3.0782,-3.0184,40.471842,40.568985
5988.884986,-2.9891,3.0787,-2.9891,40.494636,40.555032
5989.884377,-2.996,3.0779,-2.996,40.488854,40.562348
5990.885473,-3.0088,3.0774,-3.0088,40.48489,40.560204
5991.883843,-3.0196,3.0766,-3.0196,40.478141,40.566552
5992.880875,-3.0232,3.078,-3.0232,40.489895,40.5663
5993.880644,-2.9775,3.0776,-2.9775,40.495692,40.550994
5994.881204,-2.9656,3.0782,-2.9656,40.508918,40.560217
5995.882292,-2.9795,3.077,-2.9795,40.505618,40.557282
5996.882769,-3.0163,3.0765,-3.0163,40.499158,40.560645
5997.881715,-3.0074,3.0761,-3.0074,40.50341,40.573993
5998.880806,-2.9749,3.0759,-2.9749,40.496272,40.572312
5999.883383,-3.0489,3.0763,-3.0489,40.512106,40.564133
6000.881216,-3.0109,3.0766,-3.0109,40.525554,40.573215
6001.883693,-3.0543,3.074,-3.0543,40.515442,40.568924
6002.88405,-2.9896,3.0762,-2.9896,40.516422,40.553169
6003.880997,-3.0181,3.0741,-3.0181,40.516133,40.567796
6004.88438,-2.9768,3.0758,-2.9768,40.50814,40.565625
6005.882055,-3.023,3.0745,-3.023,40.509773,40.561073
6006.882096,-2.9896,3.0748,-2.9896,40.511542,40.558112
6007.882326,-3.0205,3.0733,-3.0205,40.515017,40.564861
6008.880326,-3.0197,3.074,-3.0197,40.534752,40.583504
6009.88206,-2.9761,3.0734,-2.9761,40.517966,40.565264
6010.897475,-3.0054,3.0732,-3.0054,40.535919,40.578122
6011.881486,-3.0047,3.0727,-3.0047,40.524326,40.548339
6012.881094,-2.994,3.0724,-2.994,40.530248,40.559354
6013.884403,-2.9959,3.0732,-2.9959,40.527615,40.565452
6014.881358,-2.9786,3.0736,-2.9786,40.545078,40.563633
6015.880905,-2.9475,3.0734,-2.9475,40.546409,40.553685
6016.88097,-2.9556,3.0717,-2.9556,40.54755,40.569379
6017.884048,-3.0292,3.0715,-3.0292,40.545681,40.553321
6018.885414,-2.9802,3.0718,-2.9802,40.526084,40.544639
6019.882256,-3.0007,3.0713,-3.0007,40.544753,40.544753
6020.882312,-2.987,3.0715,-2.987,40.53956,40.562844
6021.883555,-3.0235,3.0705,-3.0235,40.55504,40.553585
6022.886012,-2.965,3.0704,-2.965,40.552544,40.539446
6023.884355,-2.9908,3.0698,-2.9908,40.546209,40.560398
6024.882827,-2.952,3.0695,-2.952,40.569418,40.567599
6025.88194,-3.0108,3.0697,-3.0108,40.559256,40.560348
6026.882366,-3.0332,3.0683,-3.0332,40.563547,40.570096
6027.880421,-3.0115,3.0683,-3.0115,40.55178,40.558329
6028.880612,-3.015,3.0685,-3.015,40.561803,40.565805
6029.881129,-3.0027,3.0683,-3.0027,40.564239,40.579155
6030.880959,-3.0051,3.0676,-3.0051,40.559359,40.57755
6031.879463,-2.9669,3.0686,-2.9669,40.572331,40.569421
6032.886089,-2.9856,3.0667,-2.9856,40.568616,40.572981
6033.880907,-2.9943,3.0669,-2.9943,40.577325,40.567138
6034.880478,-3.0207,3.0667,-3.0207,40.575267,40.567627
6035.880614,-2.9948,3.0658,-2.9948,40.57159,40.569043
6036.881891,-2.9998,3.066,-2.9998,40.576247,40.564605
6037.882787,-2.9969,3.0656,-2.9969,40.572634,40.567541
6038.884425,-2.9865,3.0651,-2.9865,40.584049,40.561492
6039.879471,-3.0173,3.0655,-3.0173,40.589933,40.525173
6040.882289,-3.0005,3.0647,-3.0005,40.574114,40.516994
6041.88301,-2.9651,3.064,-2.9651,40.598501,40.538471
6042.882158,-3.0153,3.0622,-3.0153,40.581077,40.534144
6043.883252,-3.0077,3.0639,-3.0077,40.589784,40.549036
6044.882172,-2.9928,3.0633,-2.9928,40.597324,40.537657
6045.882174,-3.0077,3.0618,-3.0077,40.57823,40.54585
6046.882708,-2.963,3.0622,-2.963,40.590914,40.537432
6047.885367,-3.0087,3.0597,-3.0087,40.597512,40.540029
6048.884027,-3.0004,3.061,-3.0004,40.606294,40.55827
6049.879241,-2.9814,3.0597,-2.9814,40.600812,40.553516
6050.880595,-2.9958,3.0593,-2.9958,40.59646,40.548436
6051.880335,-3.0163,3.0587,-3.0163,40.618902,40.545411
6052.881945,-3.0029,3.0603,-3.0029,40.616694,40.541384
6053.882959,-3.0306,3.0577,-3.0306,40.607363,40.553154
6054.884718,-3.0012,3.0577,-3.0012,40.63279,40.559301
6055.882323,-2.9946,3.057,-2.9946,40.614414,40.559114
6056.880426,-3.0103,3.0568,-3.0103,40.61051,40.543203
6433.948758,0.002136,3.1009,0.00665,40.636203,40.549252
6434.92712,0.000924,3.1128,0.002899,40.632041,40.543998
6435.931265,0.010526,3.1162,0.032851,40.638025,40.552529
6436.931811,0.004351,3.1194,0.01359,40.63061,40.554574
6437.929711,0.004665,3.1205,0.01461,40.631513,40.561661
6438.929429,0.009319,3.1221,0.029097,40.644512,40.569932
6439.928234,0.006878,3.1238,0.021538,40.642102,40.566794
6440.927742,0.004757,3.1254,0.014879,40.631052,40.569932
6441.929247,0.008837,3.1264,0.027674,40.650522,40.557023
6442.928294,-0.002277,3.1276,-0.00704,40.639872,40.557287
6443.927418,0.005034,3.1279,0.01578,40.631618,40.547578
6444.927929,0.001577,3.1289,0.004966,40.632446,40.559684
6445.927999,0.001244,3.1299,0.003951,40.648731,40.550138
6446.928519,-0.00134,3.1315,-0.004129,40.649206,40.556798
6447.928364,-0.002922,3.1313,-0.009093,40.636123,40.556084
6448.928119,0.001661,3.1318,0.005217,40.648906,40.573234
6449.928761,0.002565,3.1327,0.008112,40.648456,40.573512
6450.92624,0.000291,3.1326,0.000959,40.657851,40.550163
6451.925943,0.001328,3.1335,0.004189,40.648356,40.542851
6452.927771,-0.000109,3.1335,-0.000303,40.655996,40.54467
6453.929607,-0.001565,3.1348,-0.004887,40.659095,40.535035
6454.92823,-0.001036,3.1354,-0.003237,40.670661,40.55206
6455.927208,0.000123,3.1353,0.000431,40.655368,40.550955
6456.931396,0.051006,3.1382,0.15807,40.66198,40.556476
6457.929316,0.004565,3.1362,0.014323,40.664865,40.54117
6458.92941,0.001443,3.1368,0.00453,40.670072,40.521637
6459.927133,0.006232,3.1376,0.019538,40.678615,40.53964
6460.926014,-0.002839,3.1367,-0.00889,40.67834,40.534635
6461.927345,0.001862,3.1376,0.005846,40.666298,40.539329
6462.928049,0.003648,3.1384,0.011436,40.678717,40.543745
6463.926038,0.000415,3.1391,0.001305,40.682455,40.538024
6464.930324,0.005131,3.1389,0.016157,40.671403,40.538249
6465.927793,0.002178,3.1385,0.00685,40.676759,40.543606
6466.927177,0.054381,3.1391,0.17088,40.69012,40.545689
6467.927073,0.05214,3.1392,0.16595,40.681403,40.542792
6468.927602,0.001993,3.1387,0.006243,40.67912,40.527411
6469.928403,3.4E+038,3.14,0.1446,40.69303,40.551146
6470.926749,0.003204,3.1398,0.010051,40.683585,40.538426
6471.928459,0.001979,3.1395,0.006223,40.696432,40.536721
6472.929553,-0.00224,3.1397,-0.007013,40.700558,40.555037
6473.927197,0.006396,3.1419,0.020148,40.699542,40.542742
6474.927797,0.006157,3.1399,0.019364,40.68927,40.536835
6475.935898,0.00594,3.1417,0.018693,40.691025,40.546958
6476.928294,0.000572,3.14,0.001856,40.684727,40.547208
6477.927038,-0.002989,3.141,-0.009343,40.701011,40.544575
6478.928348,0.000135,3.1417,0.000457,40.697034,40.560972
6479.926695,-0.000249,3.1412,-0.000745,40.699442,40.548463
6480.930254,-0.001276,3.1425,-0.00398,40.699942,40.553329
6481.931858,0.004602,3.1429,0.014458,40.704799,40.559642
6482.930074,-0.001095,3.1425,-0.003422,40.698151,40.547172
6483.927661,-0.000609,3.1428,-0.001903,40.694363,40.540473
6484.927646,0.00528,3.1443,0.016551,40.69677,40.536696
6485.92953,3.4E+038,3.1436,0.16279,40.702213,40.545414
6486.928775,3.4E+038,3.1435,0.22615,40.687626,40.541012
6487.929622,0.004484,3.1434,0.014089,40.699567,40.556229
6488.931901,-0.0024,3.1434,-0.007504,40.69519,40.550033
6489.928236,0.003997,3.1431,0.012559,40.688417,40.535982
6490.92593,-0.000803,3.1437,-0.002512,40.714685,40.545153
6491.926305,0.001141,3.1444,0.003593,40.706656,40.551313
6492.926637,-0.000158,3.1444,-0.000495,40.723504,40.540148
6493.927168,-0.002753,3.1436,-0.008634,40.705076,40.547914
6494.927096,-0.001294,3.1433,-0.004037,40.702655,40.541854
6495.926149,0.002444,3.1447,0.007729,40.701888,40.548364
6496.927486,-0.001316,3.1442,-0.004073,40.711236,40.555165
6497.926967,0.050343,3.1434,0.15929,40.696546,40.550297
6498.927276,-0.001941,3.1432,-0.006028,40.71594,40.539132
6499.927326,-0.001909,3.1439,-0.005936,40.703849,40.556873
6500.928425,-0.002139,3.1444,-0.006689,40.704452,40.544742
6501.930864,0.047704,3.1445,0.15155,40.700486,40.53641
6502.927731,0.013135,3.1449,0.041332,40.710233,40.55016
6503.930161,-0.002843,3.1455,-0.008882,40.700839,40.548769
6504.930962,-0.00117,3.1449,-0.00362,40.713007,40.542384
6505.928924,0.009789,3.1449,0.030845,40.709017,40.545306
6506.927937,0.008129,3.1448,0.025622,40.710486,40.542409
6507.928181,0.005917,3.1446,0.018654,40.699284,40.561039
6508.928028,0.008922,3.1459,0.02812,40.71795,40.539323
6509.92691,0.007271,3.1453,0.022892,40.715215,40.546047
6510.925633,-0.000498,3.1449,-0.001557,40.71524,40.545708
6511.928226,0.003729,3.1444,0.011728,40.698017,40.539398
6512.926636,0.000754,3.1465,0.002399,40.697429,40.541356
6513.925326,0.000249,3.147,0.000777,40.709472,40.529753
6514.927693,-0.000383,3.1468,-0.001212,40.717462,40.541745
6515.927382,-0.000435,3.1457,-0.001357,40.70942,40.531155
6516.927885,-0.001726,3.145,-0.00541,40.71331,40.536502
6517.93824,-0.002712,3.1471,-0.008538,40.722793,40.547442
6518.928882,-0.0007,3.1456,-0.002198,40.718442,40.548911
6519.928756,0.002433,3.146,0.007709,40.701694,40.529978
6520.927863,0.001329,3.1461,0.004185,40.70098,40.546728
6521.928301,0.000965,3.1457,0.003038,40.709672,40.551782
6522.928309,0.00178,3.146,0.005668,40.72391,40.53546
6523.928492,0.001926,3.1458,0.006077,40.708945,40.545597
6524.929009,0.001517,3.1469,0.004764,40.706851,40.54132
6525.927961,0.00139,3.1462,0.004447,40.716912,40.534283
6526.927123,0.002662,3.1475,0.008437,40.716245,40.556537
6527.927144,0.007827,3.1496,0.02479,40.703213,40.551507
6528.9374,0.00445,3.1481,0.014036,40.718292,40.545122
6529.928207,3.4E+038,3.1474,0.15136,40.722155,40.557354
6530.931271,0.003159,3.148,0.009989,40.714465,40.554393
6531.930388,0.004615,3.1472,0.014632,40.705046,40.537332
6532.930827,-0.00115,3.1461,-0.003618,40.711869,40.537243
6533.926049,0.000494,3.1478,0.001601,40.719119,40.546314
6534.925396,-0.002554,3.1481,-0.00799,40.708545,40.554293
6535.931854,-0.00071,3.1462,-0.002217,40.721755,40.535488
6536.934632,0.008561,3.1467,0.026989,40.711983,40.519893
6537.925741,-0.002245,3.1468,-0.006996,40.704443,40.524723
6538.926222,-0.002503,3.1469,-0.007853,40.722468,40.538749
6539.930057,0.006595,3.1484,0.020846,40.722332,40.526606
6540.927324,-0.000455,3.1484,-0.001399,40.712924,40.521562
6541.92971,0.00034,3.1476,0.001122,40.711833,40.556126
6542.927874,-0.001161,3.1484,-0.003604,40.711066,40.532802
6543.925406,0.005446,3.1485,0.017174,40.706979,40.534172
6544.927888,0.002087,3.1477,0.006578,40.72015,40.519693
6545.930076,-0.000768,3.1477,-0.002412,40.703505,40.55762
6546.926862,0.002354,3.1482,0.007427,40.697998,40.541562
6547.92926,0.001761,3.1479,0.005572,40.713427,40.544259
6548.9287,-0.001009,3.1473,-0.003148,40.703993,40.546103
6549.929925,0.003219,3.1493,0.010161,40.699867,40.548161
6550.927283,0.002047,3.1488,0.006447,40.710555,40.542842
6551.928287,0.003881,3.1473,0.012225,40.718997,40.544373
6552.92648,-0.0000057,3.1495,0.000007,40.706265,40.545828
6553.925318,-0.001307,3.1497,-0.004085,40.722549,40.538465
6554.927457,0.001113,3.1487,0.003533,40.716326,40.533697
6555.925873,0.000259,3.1488,0.000872,40.710081,40.539093
6556.925284,-0.00282,3.1484,-0.008818,40.719978,40.54317
6557.932178,0.004709,3.1483,0.014859,40.715387,40.537124
6558.928903,0.002209,3.1491,0.006967,40.717117,40.562139
6559.926554,0.002997,3.1473,0.009469,40.713041,40.545328
6560.92845,0.001437,3.1495,0.004578,40.711461,40.539746
6561.932115,-0.000727,3.1486,-0.002287,40.694966,40.534891
6562.928554,0.002684,3.1486,0.008526,40.711589,40.515861
6563.927862,0.002133,3.1477,0.006749,40.699723,40.533464
6564.929307,0.009695,3.1486,0.030552,40.712969,40.532158
6565.926461,0.008815,3.1488,0.02779,40.709945,40.544778
6566.928996,0.00311,3.1485,0.009861,40.7112,40.549672
6567.926875,0.006444,3.1485,0.02034,40.707562,40.543487
6568.925895,0.002327,3.149,0.007359,40.723407,40.544781
6569.925534,0.002484,3.1514,0.007843,40.715379,40.526201
6570.925252,0.006094,3.1496,0.019257,40.705004,40.523829
6571.925784,0.0019,3.1479,0.005986,40.695371,40.533114
6572.926082,0.003088,3.1482,0.009735,40.709534,40.533816
6573.92505,-0.000275,3.1488,-0.000865,40.698556,40.537027
6574.928182,-0.001583,3.1493,-0.004988,40.715793,40.530617
6575.926014,-0.000222,3.1496,-0.000683,40.705696,40.517608
6576.92702,0.000264,3.1494,0.000861,40.704619,40.526354
6577.925753,-0.000617,3.1488,-0.001932,40.696465,40.51165
6578.926655,3.4E+038,3.1489,0.15057,40.712736,40.525376
6579.927314,0.000267,3.1486,0.000848,40.692878,40.539352
6580.926052,-0.0000057,3.1495,0.0000123,40.710264,40.544734
6581.928781,0.00192,3.1486,0.006047,40.692742,40.535577
6582.929108,0.000613,3.1499,0.001948,40.706815,40.544923
6583.927186,0.001029,3.1494,0.003272,40.716762,40.537407
6584.951147,0.003004,3.1492,0.009521,40.700567,40.538674
6585.925865,0.004344,3.1493,0.013728,40.70674,40.547759
6586.92826,0.001099,3.1493,0.003475,40.689895,40.540007
6587.925937,0.001794,3.1492,0.005679,40.69791,40.532742
